Client;Sex;Age;Tenure;Count_CA;Count_SA;Count_MF;Count_OVD;Count_CC;Count_CL;ActBal_CA;ActBal_SA;ActBal_MF;ActBal_OVD;ActBal_CC;ActBal_CL;flow_CA;TransactionsCred_CA;VolumeDebCash_Card;VolumeDebCashless_Card;VolumeDeb_PaymentOrder;TransactionsDeb_CA;TransactionsDebCash_Card;TransactionsDeb_PaymentOrder;Sale_MF;Sale_CC;Sale_CL;Revenue_MF;Revenue_CC;Revenue_CL
355;1;43;36;1;0.0;0.0;0.0;0.0;0.0;174.485;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
356;1;48;33;1;0.0;0.0;0.0;0.0;0.0;325.75;0.0;0.0;0.0;0.0;0.0;-78.26607142857137;3.0;307.1428571428572;56.98214285714285;71.17857142857143;16.0;10.0;3.0;;;;;;
358;0;38;181;1;0.0;0.0;0.0;0.0;0.0;0.2425;0.0;0.0;0.0;0.0;0.0;-3.389642857142857;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;
359;1;30;12;1;1.0;0.0;1.0;0.0;0.0;491.9621428571429;10719.377857142856;0.0;0.0;0.0;0.0;-1.2046428571428578;3.0;35.714285714285715;71.42857142857143;744.9914285714285;13.0;1.0;11.0;;;;;;
360;1;46;86;4;1.0;0.0;0.0;0.0;0.0;5871.232142857143;18085.488214285717;0.0;0.0;0.0;0.0;0.0028571428571428;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;14.198214285714286
361;1;71;168;1;1.0;1.0;0.0;0.0;0.0;1642.2603571428572;1586.6567857142857;1714.2857142857142;0.0;0.0;0.0;114.8910714285712;8.0;357.1428571428572;176.11785714285716;864.1071428571429;19.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
362;0;46;99;3;1.0;0.0;1.0;0.0;0.0;677.8960714285714;3436.7785714285715;0.0;0.0;0.0;0.0;-81.95714285714257;18.0;214.28571428571428;238.5892857142857;443.1428571428572;30.0;4.0;5.0;;;;;;
363;1;33;59;1;0.0;0.0;0.0;0.0;0.0;7169.007142857144;0.0;0.0;0.0;0.0;0.0;-25.62285714285707;2.0;0.0;447.4285714285714;17.857142857142858;6.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
364;1;37;96;1;0.0;0.0;0.0;0.0;0.0;618.7103571428571;0.0;0.0;0.0;0.0;0.0;-507.8124999999998;4.0;707.1428571428571;318.75;428.9642857142857;10.0;4.0;3.0;;;;;;
365;1;60;192;1;0.0;0.0;0.0;0.0;0.0;2664.743214285714;0.0;0.0;0.0;0.0;0.0;-71.25;0.0;67.85714285714286;0.0;0.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;0.8917857142857143;0.0
366;1;21;75;1;0.0;0.0;1.0;0.0;0.0;564.0332142857143;0.0;0.0;0.0;0.0;0.0;0.0003571428571428;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
367;0;42;3;1;0.0;0.0;0.0;0.0;0.0;679.6328571428572;0.0;0.0;0.0;0.0;0.0;-12.669642857142858;1.0;0.0;0.0;10.714285714285714;2.0;0.0;1.0;;;;;;
368;1;73;11;1;0.0;0.0;0.0;0.0;0.0;17.91857142857143;0.0;0.0;0.0;0.0;0.0;0.005;1.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;
369;1;59;39;1;0.0;0.0;0.0;0.0;1.0;383.2585714285714;0.0;0.0;0.0;0.0;1001.63;263.51035714285706;3.0;0.0;0.0;457.57142857142856;6.0;0.0;4.0;;;;;;
370;1;77;1;1;0.0;0.0;0.0;0.0;0.0;368.9910714285714;0.0;0.0;0.0;0.0;0.0;-1.963214285714286;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
371;1;49;70;1;0.0;0.0;1.0;0.0;0.0;201.3167857142857;0.0;0.0;65.49249999999999;0.0;0.0;1095.1721428571427;4.0;107.14285714285714;337.5571428571429;679.0357142857143;21.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
372;0;39;172;1;2.0;0.0;0.0;0.0;0.0;21493.719642857144;6884.011785714285;0.0;0.0;0.0;0.0;58.751071428571436;2.0;117.85714285714286;0.0;0.0;4.0;3.0;0.0;1.0;1.0;1.0;24.545892857142857;1.7867857142857144;17.214285714285715
373;1;39;7;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.752500000000055;2.0;457.1428571428572;0.0;211.0;21.0;12.0;3.0;;;;;;
374;1;68;32;1;0.0;0.0;1.0;0.0;0.0;789.4517857142857;0.0;0.0;0.0;0.0;0.0;-51.217857142857156;2.0;642.8571428571429;108.57678571428572;21.428571428571427;16.0;4.0;1.0;0.0;1.0;0.0;0.0;76.85928571428572;0.0
375;1;64;149;1;0.0;0.0;1.0;0.0;0.0;878.4867857142857;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;2.0;0.0;0.0;;;;;;
376;1;61;50;1;0.0;0.0;1.0;1.0;0.0;140.06;0.0;0.0;0.0;617.6560714285714;0.0;268.0764285714286;6.0;0.0;0.0;470.4642857142857;10.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0
377;1;38;167;1;0.0;0.0;0.0;0.0;0.0;611.6046428571428;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
378;1;75;44;1;1.0;0.0;1.0;0.0;0.0;3677.939642857143;16080.903928571428;0.0;0.0;0.0;0.0;1010.3021428571426;2.0;0.0;62.77857142857143;1490.392857142857;8.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
379;1;69;150;1;1.0;6.0;0.0;0.0;0.0;7.869642857142857;606.1792857142857;23214.285714285717;0.0;0.0;0.0;-1.948214285714286;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;
380;0;37;176;1;0.0;0.0;0.0;0.0;0.0;2804.529285714286;0.0;0.0;0.0;0.0;0.0;389.33464285714285;2.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;15.821428571428571
381;1;81;19;1;0.0;0.0;0.0;0.0;0.0;10.528214285714286;0.0;0.0;0.0;0.0;0.0;4475.645714285714;7.0;507.6785714285714;92.85714285714286;3609.263928571429;28.0;2.0;21.0;;;;;;
382;1;29;150;1;1.0;0.0;0.0;0.0;0.0;90.27;46085.245;0.0;0.0;0.0;0.0;-17.856785714285714;1.0;17.857142857142858;0.0;0.0;1.0;1.0;0.0;;;;;;
383;0;31;3;1;0.0;0.0;1.0;0.0;2.0;695.5;0.0;0.0;40.25714285714286;0.0;353.0857142857143;-366.63785714285723;27.0;1428.571428571429;320.74642857142857;605.0714285714286;30.0;2.0;12.0;;;;;;
384;1;23;160;1;0.0;0.0;0.0;0.0;0.0;2418.8767857142857;0.0;0.0;0.0;0.0;0.0;-0.943571428571417;2.0;50.0;37.3725;1.0714285714285714;8.0;2.0;1.0;0.0;1.0;1.0;0.0;6.107142857142857;12.50607142857143
385;0;51;70;1;3.0;2.0;1.0;0.0;0.0;2717.866785714286;48214.33392857143;8922.489285714286;0.0;0.0;0.0;-143.4610714285717;3.0;964.2857142857144;0.0;131.25285714285715;15.0;4.0;10.0;0.0;1.0;0.0;0.0;4.5;0.0
386;1;60;11;1;1.0;0.0;0.0;0.0;0.0;7070.925357142857;10.741785714285712;0.0;0.0;0.0;0.0;88.9210714285714;4.0;142.85714285714286;193.90964285714287;235.64285714285717;21.0;2.0;4.0;;;;;;
387;1;36;149;1;0.0;1.0;0.0;0.0;0.0;486.9907142857143;0.0;4454.228571428571;0.0;0.0;0.0;-12.42571428571432;2.0;442.8571428571428;0.0;57.142857142857146;4.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;10.310357142857145
388;0;40;89;1;0.0;0.0;0.0;1.0;0.0;357.1428571428572;0.0;0.0;0.0;0.7142857142857143;0.0;-108.10142857142819;5.0;0.0;0.0;1447.25;19.0;0.0;13.0;0.0;1.0;1.0;0.0;37.23321428571428;7.285714285714286
389;1;43;158;1;1.0;28.0;0.0;0.0;0.0;25.2175;100639.68107142855;0.0;0.0;0.0;0.0;175.2664285714286;3.0;642.8571428571429;0.0;26.428571428571427;6.0;2.0;1.0;;;;;;
390;1;50;67;1;1.0;79.0;0.0;0.0;0.0;442.34607142857146;0.3957142857142857;5468.865357142858;0.0;0.0;0.0;1134.7578571428571;4.0;89.28571428571429;213.9517857142857;397.1428571428572;38.0;2.0;6.0;1.0;0.0;0.0;1.3798214285714283;0.0;0.0
392;1;27;80;1;1.0;1.0;0.0;1.0;0.0;3365.341785714286;10933.073214285714;0.0;0.0;520.5289285714285;0.0;5816.511785714285;9.0;0.0;329.2757142857143;2574.178571428572;18.0;0.0;16.0;;;;;;
393;1;60;170;1;0.0;0.0;0.0;0.0;0.0;208.6057142857143;0.0;0.0;0.0;0.0;0.0;-645.9792857142857;3.0;0.0;0.0;103.57142857142856;9.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
395;0;49;150;1;0.0;0.0;1.0;0.0;0.0;102.75714285714284;0.0;0.0;0.0;0.0;0.0;-51.340714285714284;5.0;275.0;113.01071428571429;0.0;13.0;4.0;0.0;0.0;1.0;0.0;0.0;7.0;0.0
396;0;26;96;1;0.0;0.0;0.0;0.0;0.0;5669.983928571428;0.0;0.0;0.0;0.0;0.0;-33.30678571428564;2.0;17.857142857142858;19.02142857142857;425.0;6.0;1.0;2.0;;;;;;
398;0;56;30;2;1.0;0.0;0.0;0.0;0.0;3692.966785714286;23.599285714285717;0.0;0.0;0.0;0.0;-23.67285714285714;1.0;0.0;0.0;20.785714285714285;3.0;0.0;1.0;1.0;0.0;0.0;0.9701785714285714;0.0;0.0
399;1;59;152;1;0.0;0.0;0.0;0.0;0.0;451.7967857142857;0.0;0.0;0.0;0.0;0.0;-0.8896428571428572;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0875;0.0;0.0
400;0;80;33;1;0.0;0.0;0.0;0.0;0.0;402.3185714285714;0.0;0.0;0.0;0.0;0.0;-2293.461428571429;2.0;0.0;0.0;206.07142857142856;7.0;0.0;4.0;;;;;;
401;0;38;37;1;0.0;0.0;0.0;1.0;0.0;1439.3242857142857;0.0;0.0;0.0;523.3464285714286;0.0;-1963.1653571428574;2.0;1771.428571428571;144.9607142857143;785.0435714285715;35.0;13.0;10.0;;;;;;
402;0;29;30;1;0.0;0.0;0.0;0.0;0.0;3358.467857142857;0.0;0.0;0.0;0.0;0.0;-1744.6214285714286;4.0;1114.4782142857143;3637.616785714286;2261.1760714285715;37.0;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
403;0;19;63;1;0.0;0.0;0.0;0.0;0.0;1705.675;0.0;0.0;0.0;0.0;0.0;-4.822142857142808;8.0;250.0;114.59035714285714;321.1428571428572;22.0;8.0;4.0;;;;;;
404;0;25;63;1;0.0;0.0;0.0;0.0;0.0;60.051785714285714;0.0;0.0;0.0;0.0;0.0;-746.6689285714285;3.0;1107.142857142857;0.0;42.035714285714285;18.0;7.0;2.0;0.0;0.0;1.0;0.0;0.0;21.0
405;1;26;0;1;0.0;0.0;1.0;1.0;0.0;265.5810714285714;0.0;0.0;0.0;0.7142857142857143;0.0;0.0;12.0;357.1428571428572;0.0;433.1535714285714;12.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
406;0;31;32;1;0.0;0.0;0.0;0.0;0.0;3481.3732142857143;0.0;0.0;0.0;0.0;0.0;311.8760714285713;2.0;410.7142857142857;16.071428571428573;83.25;11.0;3.0;4.0;;;;;;
407;1;32;12;1;0.0;0.0;0.0;0.0;0.0;5215.269642857143;0.0;0.0;0.0;0.0;0.0;77.554642857143;3.0;178.57142857142858;64.50357142857142;459.32142857142856;19.0;1.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0
408;1;35;181;1;1.0;0.0;1.0;0.0;0.0;4133.402142857142;0.0017857142857142;0.0;0.0;0.0;0.0;-3865.6792857142846;27.0;714.2857142857143;3335.426071428571;12473.27607142857;54.0;2.0;31.0;0.0;1.0;1.0;0.0;7.0;13.25
409;1;31;91;1;0.0;0.0;1.0;0.0;0.0;348.4028571428572;0.0;0.0;0.0;0.0;0.0;4.086785714285668;3.0;178.57142857142858;11.414285714285716;271.7142857142857;12.0;1.0;9.0;;;;;;
411;1;74;33;1;0.0;4.0;0.0;1.0;1.0;37207.974285714285;0.0;0.0;0.0;2.357142857142857;6852.941071428571;-575.8771428571426;2.0;232.14285714285717;304.875;484.4642857142857;36.0;5.0;12.0;;;;;;
412;0;51;116;1;1.0;0.0;0.0;0.0;0.0;376.8910714285715;2506.551071428571;0.0;0.0;0.0;0.0;1022.6814285714289;2.0;0.0;28.61785714285714;909.5964285714286;11.0;0.0;6.0;0.0;1.0;0.0;0.0;0.8939285714285715;0.0
413;1;53;15;1;2.0;3.0;1.0;1.0;0.0;1668.3721428571428;20631.684642857144;0.0;0.0;2.357142857142857;0.0;1508.1371428571438;7.0;1650.0;1406.1128571428574;8049.535714285715;35.0;12.0;25.0;0.0;0.0;1.0;0.0;0.0;11.714285714285714
414;0;33;116;1;2.0;14.0;0.0;0.0;0.0;281.49357142857144;714.1492857142857;10218.14392857143;0.0;0.0;0.0;425.5478571428572;4.0;0.0;0.0;399.07142857142856;5.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
415;1;57;177;1;0.0;0.0;0.0;0.0;0.0;1188.384285714286;0.0;0.0;0.0;0.0;0.0;80.31464285714287;2.0;14.285714285714286;12.542857142857144;0.0;10.0;2.0;0.0;0.0;1.0;1.0;0.0;16.428571428571427;27.2575
416;0;44;95;1;0.0;0.0;0.0;0.0;0.0;906.5260714285714;0.0;0.0;0.0;0.0;0.0;5518.838928571428;5.0;28.571428571428573;156.82142857142858;0.0;25.0;4.0;0.0;1.0;0.0;0.0;10.363035714285717;0.0;0.0
417;0;33;183;1;0.0;0.0;1.0;0.0;0.0;621.9010714285714;0.0;0.0;243.4;0.0;0.0;-92.48714285714277;4.0;53.57142857142857;156.7792857142857;594.7142857142857;16.0;1.0;7.0;0.0;0.0;1.0;0.0;0.0;36.050714285714285
418;1;28;8;1;0.0;0.0;0.0;0.0;0.0;435.6671428571429;0.0;0.0;0.0;0.0;0.0;-454.6003571428572;2.0;1078.2821428571428;0.0;0.0;9.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
419;0;33;82;1;0.0;0.0;1.0;0.0;0.0;352.78214285714284;0.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;5.0;0.0;0.0;;;;;;
420;1;47;74;1;1.0;1.0;0.0;0.0;0.0;0.0;57822.75714285714;0.0;0.0;0.0;0.0;-1029.2514285714292;3.0;1428.571428571429;0.0;2686.0521428571437;6.0;2.0;3.0;0.0;1.0;0.0;0.0;6.785714285714286;0.0
421;1;28;110;1;0.0;0.0;0.0;0.0;1.0;7074.069285714286;0.0;0.0;0.0;0.0;4850.017142857143;-50.604642857142835;2.0;146.42857142857142;267.9678571428572;280.5;35.0;5.0;7.0;0.0;0.0;1.0;0.0;0.0;10.678571428571429
422;0;27;160;1;1.0;1.0;0.0;0.0;0.0;502.4460714285714;92.50607142857145;0.0;0.0;0.0;0.0;-239.0871428571429;3.0;535.7142857142857;0.0;936.1785714285714;8.0;1.0;7.0;0.0;0.0;1.0;0.0;0.0;1.0714285714285714
423;0;52;151;1;0.0;0.0;0.0;0.0;0.0;13.65;0.0;0.0;0.0;0.0;0.0;6.31964285714281;1.0;0.0;0.0;0.0;3.0;0.0;0.0;;;;;;
424;0;40;31;1;1.0;1.0;0.0;0.0;0.0;17234.89214285714;18231.785;1964.6957142857143;0.0;0.0;0.0;-5372.553214285712;5.0;357.1428571428572;159.49285714285716;3435.3571428571427;35.0;1.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0
425;1;72;150;1;0.0;0.0;0.0;0.0;0.0;1313.5132142857144;0.0;0.0;0.0;0.0;0.0;28.877499999999998;3.0;250.0;0.0;185.71464285714288;6.0;1.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
426;1;42;10;1;0.0;0.0;0.0;0.0;0.0;515.7646428571428;0.0;0.0;0.0;0.0;0.0;1689.9371428571426;3.0;178.57142857142858;0.0;291.6428571428572;15.0;5.0;6.0;;;;;;
427;1;25;20;1;0.0;0.0;0.0;0.0;0.0;1194.0639285714285;0.0;0.0;0.0;0.0;0.0;-33.30285714285714;1.0;0.0;32.98571428571429;0.0;5.0;0.0;0.0;;;;;;
428;1;49;102;2;0.0;0.0;0.0;0.0;0.0;3779.613214285714;0.0;0.0;0.0;0.0;0.0;-682.0946428571426;3.0;714.2857142857143;0.0;525.7839285714286;12.0;3.0;7.0;0.0;1.0;0.0;0.0;2.7142857142857144;0.0
429;0;59;69;1;0.0;1.0;0.0;0.0;1.0;1721.3514285714284;0.0;0.0;0.0;0.0;901.5175;-279.11000000000007;5.0;0.0;53.57142857142857;76.4325;5.0;0.0;3.0;;;;;;
430;1;52;134;1;0.0;0.0;0.0;0.0;0.0;2.447142857142857;0.0;0.0;0.0;0.0;0.0;0.0;1.0;7.142857142857143;0.0;0.0;1.0;1.0;0.0;;;;;;
431;1;21;208;1;0.0;0.0;0.0;0.0;0.0;38.55107142857143;0.0;0.0;0.0;0.0;0.0;-1.9639285714285717;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;
432;1;53;13;1;1.0;1.0;1.0;0.0;0.0;11.142142857142858;1325.1767857142856;0.0;284.9132142857143;0.0;0.0;-25.943214285714305;3.0;0.0;228.45464285714283;154.64285714285714;17.0;0.0;3.0;;;;;;
433;0;43;183;2;0.0;0.0;0.0;0.0;0.0;114.64285714285714;0.0;0.0;0.0;0.0;0.0;323.57428571428574;2.0;0.0;0.0;387.1071428571428;13.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0
434;1;64;130;1;0.0;0.0;0.0;0.0;0.0;2469.842857142857;0.0;0.0;0.0;0.0;0.0;-0.7989285714285757;3.0;71.42857142857143;9.510714285714286;92.85714285714286;8.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
435;1;40;93;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-631.269642857143;2.0;357.1428571428572;296.16285714285715;543.8567857142857;24.0;4.0;13.0;;;;;;
436;1;27;70;1;0.0;0.0;0.0;0.0;0.0;40.60071428571428;0.0;0.0;0.0;0.0;0.0;69.21499999999992;6.0;660.7142857142857;52.71428571428572;420.0357142857143;17.0;6.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0
437;0;45;58;1;0.0;0.0;0.0;0.0;0.0;3.4275;0.0;0.0;0.0;0.0;0.0;1897.0967857142857;12.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;54.330357142857146;0.0;0.0
438;0;30;217;1;0.0;0.0;0.0;0.0;0.0;8206.767142857143;0.0;0.0;0.0;0.0;0.0;55.74392857142857;3.0;300.0;89.00714285714285;89.28571428571429;17.0;4.0;2.0;0.0;1.0;1.0;0.0;4.285714285714286;18.1725
439;0;67;104;1;0.0;0.0;0.0;0.0;0.0;26.425;0.0;0.0;0.0;0.0;0.0;-0.8753571428571431;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;
440;0;21;86;2;0.0;0.0;0.0;0.0;0.0;6129.028928571429;0.0;0.0;0.0;0.0;0.0;509.1085714285705;4.0;0.0;224.5;278.5;8.0;0.0;4.0;;;;;;
441;1;46;0;1;0.0;0.0;0.0;0.0;0.0;0.5700000000000001;0.0;0.0;0.0;0.0;0.0;60.17000000000007;5.0;25.0;65.11785714285715;203.28571428571428;8.0;2.0;3.0;0.0;0.0;1.0;0.0;0.0;6.25
443;1;30;73;1;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;1038.6967857142856;-267.6257142857145;2.0;178.57142857142858;0.0;661.6785714285714;10.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0
444;1;63;250;1;0.0;0.0;0.0;0.0;1.0;494.055;0.0;0.0;0.0;0.0;608.9953571428571;0.03607142857144652;2.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12.046071428571429
445;1;21;15;1;0.0;2.0;0.0;0.0;0.0;2.563928571428572;0.0;0.0;0.0;0.0;0.0;-0.7357142857142858;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.368392857142857;0.0;0.0
446;0;27;181;1;0.0;0.0;0.0;0.0;0.0;13956.804999999998;0.0;0.0;0.0;0.0;0.0;423.92964285714277;2.0;357.1428571428572;0.0;17.678571428571427;4.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0
447;0;30;176;1;0.0;0.0;0.0;0.0;0.0;2418.475;0.0;0.0;0.0;0.0;0.0;-324.74571428571426;3.0;0.0;23.820357142857144;563.4264285714286;6.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;9.916785714285714
448;0;23;159;1;1.0;5.0;1.0;0.0;0.0;39.75107142857143;0.0135714285714285;2989.4539285714286;0.0;0.0;0.0;161.13821428571396;5.0;367.8571428571428;0.0;986.2767857142856;33.0;12.0;9.0;1.0;1.0;1.0;1.7108928571428572;213.29285714285717;22.424642857142857
450;0;76;29;1;0.0;0.0;0.0;0.0;0.0;2.8578571428571427;0.0;0.0;0.0;0.0;0.0;-250.6696428571429;4.0;142.12321428571428;178.3867857142857;152.875;15.0;8.0;1.0;0.0;1.0;1.0;0.0;5.179642857142857;15.184285714285716
451;1;62;152;1;0.0;7.0;0.0;1.0;0.0;6.699285714285715;0.0;538.1303571428572;0.0;13.071428571428571;0.0;-248.5167857142857;1.0;0.0;0.0;243.03571428571428;8.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;3.261071428571429
452;0;74;0;2;0.0;0.0;0.0;0.0;0.0;4474.592142857143;0.0;0.0;0.0;0.0;0.0;-62.87392857142857;1.0;0.0;0.0;58.07142857142857;2.0;0.0;1.0;0.0;1.0;0.0;0.0;1.9642857142857144;0.0
453;0;23;83;1;1.0;3.0;0.0;0.0;0.0;605.08;26022.27464285714;1825.0935714285715;0.0;0.0;0.0;-667.1510714285707;3.0;357.1428571428572;174.53571428571428;2125.8214285714284;10.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
454;1;76;136;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-81.77678571428567;2.0;642.8571428571429;3.492857142857143;0.0;18.0;9.0;0.0;;;;;;
455;0;32;15;1;2.0;0.0;0.0;1.0;0.0;33553.8475;1073.4035714285717;0.0;0.0;530.3564285714285;0.0;0.01107142857154031;10.0;0.0;382.4396428571428;374.4285714285714;10.0;0.0;6.0;0.0;1.0;1.0;0.0;18.292142857142856;10.571428571428571
456;1;66;18;1;0.0;4.0;0.0;0.0;0.0;0.0;0.0;86589.77107142856;0.0;0.0;0.0;-421.5117857142857;5.0;71.42857142857143;1381.9878571428574;921.75;20.0;1.0;8.0;;;;;;
457;0;73;0;1;0.0;0.0;1.0;0.0;0.0;427.5753571428572;0.0;0.0;0.0;0.0;0.0;0.0;14.0;464.2857142857143;100.86428571428571;335.82142857142856;16.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
458;0;29;149;1;0.0;0.0;0.0;0.0;0.0;1744.0264285714286;0.0;0.0;0.0;0.0;0.0;-20.356428571428573;2.0;32.142857142857146;0.0;0.0;2.0;2.0;0.0;;;;;;
459;0;41;154;1;0.0;0.0;0.0;0.0;0.0;8.997857142857143;0.0;0.0;0.0;0.0;0.0;200.13892857142855;2.0;53.57142857142857;0.0;522.2928571428572;17.0;1.0;13.0;;;;;;
460;0;20;150;1;0.0;4.0;0.0;0.0;0.0;275.7164285714286;0.0;0.0;0.0;0.0;0.0;-324.64821428571406;2.0;750.0;117.81464285714286;318.17857142857144;14.0;1.0;7.0;;;;;;
462;0;23;26;1;0.0;0.0;1.0;0.0;0.0;570.3421428571429;0.0;0.0;104.01142857142858;0.0;0.0;4.930000000000064;3.0;421.4285714285714;0.0;71.85714285714286;9.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0
463;0;48;59;1;0.0;0.0;1.0;0.0;0.0;182.75821428571427;0.0;0.0;0.0;0.0;0.0;-1.9639285714285717;1.0;0.0;0.0;0.0;1.0;0.0;0.0;;;;;;
464;1;68;153;2;0.0;0.0;1.0;0.0;0.0;2249.0496428571428;0.0;0.0;237.2971428571429;0.0;0.0;233.94714285714292;3.0;160.71428571428572;65.42142857142856;347.85714285714283;12.0;2.0;6.0;;;;;;
465;0;27;43;1;0.0;0.0;0.0;1.0;0.0;1.7085714285714286;0.0;0.0;0.0;1.1785714285714286;0.0;-50.0578571428573;3.0;800.0;620.9146428571429;385.25;79.0;25.0;7.0;0.0;1.0;0.0;0.0;8.0;0.0
466;0;55;185;1;1.0;0.0;0.0;0.0;0.0;178.57142857142858;2771.098571428571;0.0;0.0;0.0;0.0;60.60785714285714;2.0;0.0;10.714285714285714;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
467;0;83;3;1;0.0;0.0;0.0;0.0;0.0;355.5842857142857;0.0;0.0;0.0;0.0;0.0;-4.334642857142882;6.0;0.0;0.0;225.39285714285717;3.0;0.0;2.0;;;;;;
468;0;61;37;1;1.0;3.0;0.0;0.0;0.0;20.955;745.5110714285714;0.0;0.0;0.0;0.0;-230.17607142857145;2.0;571.4285714285714;0.0;139.42857142857142;8.0;3.0;3.0;;;;;;
469;1;38;183;1;0.0;0.0;0.0;0.0;0.0;4415.646071428571;0.0;0.0;0.0;0.0;0.0;-65.91607142857106;5.0;500.0;0.0;789.9285714285714;13.0;1.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0
470;0;79;128;1;0.0;0.0;0.0;0.0;0.0;20.6075;0.0;0.0;0.0;0.0;0.0;-439.4146428571428;4.0;0.0;847.8142857142857;79.5;16.0;0.0;5.0;0.0;0.0;1.0;0.0;0.0;10.607142857142858
471;0;29;38;1;0.0;0.0;0.0;0.0;0.0;1923.2803571428567;0.0;0.0;0.0;0.0;0.0;148.52535714285716;3.0;239.28571428571428;76.485;0.0;14.0;7.0;0.0;;;;;;
472;1;58;51;1;0.0;0.0;0.0;0.0;0.0;12095.031071428572;0.0;0.0;0.0;0.0;0.0;10.71464285714286;2.0;21.428571428571427;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
473;1;61;69;1;0.0;0.0;1.0;0.0;1.0;6325.902499999999;0.0;0.0;0.0;0.0;0.0;9.626428571428733;2.0;357.1428571428572;526.7357142857143;0.0;19.0;4.0;0.0;;;;;;
474;0;19;75;1;0.0;0.0;1.0;0.0;0.0;37.075357142857136;0.0;0.0;0.0;0.0;0.0;-38.7071428571428;2.0;517.8571428571429;0.0;240.78571428571428;12.0;5.0;3.0;;;;;;
475;0;68;113;1;1.0;1.0;0.0;0.0;0.0;9428.947857142855;3586.7517857142857;0.0;0.0;0.0;0.0;406.0532142857144;4.0;178.57142857142858;214.06214285714285;944.75;23.0;2.0;14.0;0.0;1.0;0.0;0.0;42.68857142857143;0.0
476;1;42;37;1;0.0;1.0;1.0;0.0;0.0;1715.875714285714;0.0;0.0;0.0;0.0;0.0;-81.87642857142859;4.0;14.285714285714286;120.14464285714288;34.94678571428572;16.0;1.0;3.0;;;;;;
